﻿Título da Revista;ISSN;Homepage;Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
Health Affairs;0278-2715;http://www.healthaffairs.org/;Ciências da Saúde;Medicina;Medicina;Scopus;8,1;Q1;3,959;Q1;233.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Affairs&btnG=
Health Affairs Scholar;2976-5390;https://academic.oup.com/healthaffairsscholar;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;1,675;Q1;15.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Affairs%20Scholar&btnG=
Health Behavior and Policy Review;2326-4403;https://www.parisscholarpublishing.org;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;-;-;0,224;Q3;11.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Behavior%20and%20Policy%20Review&btnG=
Health Biotechnology and Biopharma;2538-4414;;Ciências Biológicas;Biologia Geral;Bioquímica, Farmacologia, Genética e Biologia Molecular, Medicina, Toxicologia e Farmacêutica;Scopus;-;-;0,165;Q4;6.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Biotechnology%20and%20Biopharma&btnG=
Health Care Analysis;1573-3394;https://link.springer.com/journal/10728;Ciências da Saúde;Medicina;Ciências Sociais, Enfermagem, Medicina;Scopus;1,6;Q2;0,519;Q2;48.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20Analysis&btnG=
Health Care Management Review;1550-5030;https://journals.lww.com/hcmrjournal/pages/default.aspx;Ciências da Saúde;Medicina;Enfermagem, Gestão e Contabilidade, Medicina, Negócios;Scopus;2,8;Q2;0,873;Q1;71.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20Management%20Review&btnG=
Health Care Management Science;1386-9620;https://www.springer.com/journal/10729;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;2;Q3;0,751;Q1;72.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20Management%20Science&btnG=
Health Care Science;2771-1749;;Ciências da Saúde;Medicina;Medicina;Scopus;3,3;Q1;1,152;Q1;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20Science&btnG=
Health Care Transitions;2949-9232;;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;-;-;0,297;Q3;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20Transitions&btnG=
Health Care for Women International;0739-9332;https://www.tandfonline.com/toc/uhcw20/current;Outras / Não Classificado;Geral / Multidisciplinar;Profissões da Saúde;Scopus;0,9;Q3;0,502;Q1;65.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20for%20Women%20International&btnG=
Health Care of the Russian Federation;0044-197X;http://elibrary.ru/title_about.asp?id=7807;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,146;Q4;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Care%20of%20the%20Russian%20Federation&btnG=
Health Communication;1041-0236;https://www.tandfonline.com/toc/hhth20/current;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais;Scopus;2,7;Q1;1,208;Q1;106.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Communication&btnG=
Health Data Science;2097-1095;https://spj.sciencemag.org/journals/hds/;Outras / Não Classificado;Geral / Multidisciplinar;Multidisciplinar;Scopus;-;-;0,759;Q1;14.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Data%20Science&btnG=
Health Economics (United Kingdom);1057-9230;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1099-1050;Ciências da Saúde;Medicina;Medicina;Scopus;2,4;Q2;1,163;Q1;136.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Economics%20%28United%20Kingdom%29&btnG=
Health Economics Review;2191-1991;https://healtheconomicsreview.biomedcentral.com/;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,926;Q1;48.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Economics%20Review&btnG=
Health Economics, Policy and Law;1744-1331;https://www.cambridge.org/core/journals/health-economics-policy-and-law;Ciências da Saúde;Medicina;Medicina;Scopus;3,3;Q1;0,902;Q2;50.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Economics%2C%20Policy%20and%20Law&btnG=
Health Education;1758-714X;https://www.emeraldgrouppublishing.com/journal/he;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;1,9;Q3;0,488;Q2;45.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Education&btnG=
Health Education Journal;0017-8969;http://www.sagepub.com/journals/Journal201777/title;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais;Scopus;1,2;Q2;0,517;Q2;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Education%20Journal&btnG=
Health Education Research;1465-3648;http://her.oxfordjournals.org;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;2;Q2;0,73;Q1;124.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Education%20Research&btnG=
Health Education and Behavior;1552-6127;http://www.sagepub.com/journals/Journal200851/title;Ciências da Saúde;Medicina;Artes e Humanidades, Medicina;Scopus;2,1;Q2;0,831;Q1;118.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Education%20and%20Behavior&btnG=
Health Education and Health Promotion;2588-5715;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Profissões da Saúde;Scopus;-;-;0,168;Q4;8.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Education%20and%20Health%20Promotion&btnG=
Health Equity;2473-1242;http://www.liebertpub.com/heq;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Profissões da Saúde;Scopus;-;-;0,976;Q1;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Equity&btnG=
Health Expectations;1369-6513;https://onlinelibrary.wiley.com/journal/13697625;Ciências da Saúde;Medicina;Medicina;Scopus;3,2;Q1;1,215;Q1;106.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Expectations&btnG=
Health Informatics Journal;1460-4582;http://jhi.sagepub.com/;Ciências da Saúde;Medicina;Medicina;Scopus;2,3;Q2;0,596;Q3;64.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Informatics%20Journal&btnG=
Health Information Management Journal;1833-3575;https://us.sagepub.com/en-us/nam/health-information-management-journal/journal202546;Ciências da Saúde;Medicina;Enfermagem, Medicina, Profissões da Saúde;Scopus;1,8;Q3;1,07;Q1;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Information%20Management%20Journal&btnG=
Health Information Science and Systems;2047-2501;https://link.springer.com/journal/13755;Ciências da Saúde;Medicina;Ciência da Computação, Medicina, Profissões da Saúde;Scopus;-;-;0,827;Q2;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Information%20Science%20and%20Systems&btnG=
Health Information and Libraries Journal;1471-1842;https://onlinelibrary.wiley.com/journal/14711842;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Profissões da Saúde;Scopus;1,4;Q2;0,544;Q2;57.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Information%20and%20Libraries%20Journal&btnG=
Health Leadership and Quality of Life (discontinued);3008-8488;;Ciências da Saúde;Medicina;Ciências da Decisão, Gestão e Contabilidade, Medicina, Negócios;Scopus;-;-;-;-;20.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Leadership%20and%20Quality%20of%20Life%20%28discontinued%29&btnG=
Health Marketing Quarterly;1545-0864;https://www.tandfonline.com/toc/whmq20/current;Outras / Não Classificado;Geral / Multidisciplinar;Gestão e Contabilidade, Negócios, Profissões da Saúde;Scopus;1,6;Q3;0,282;Q2;35.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Marketing%20Quarterly&btnG=
Health Physics;1538-5159;http://journals.lww.com/health-physics/pages/default.aspx;Ciências da Saúde;Medicina;Ciência Ambiental, Medicina;Scopus;1,4;Q3;0,383;Q3;89.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Physics&btnG=
Health Policy;1872-6054;https://www.journals.elsevier.com/health-policy;Ciências da Saúde;Medicina;Medicina;Scopus;3,4;Q1;1,44;Q1;117.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Policy&btnG=
Health Policy OPEN;2590-2296;https://www.journals.elsevier.com/health-policy-open;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,78;Q2;19.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Policy%20OPEN&btnG=
Health Policy and Planning;1460-2237;https://academic.oup.com/heapol;Ciências da Saúde;Medicina;Medicina;Scopus;3,1;Q1;1,334;Q1;123.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Policy%20and%20Planning&btnG=
Health Policy and Technology;2211-8845;https://www.journals.elsevier.com/health-policy-and-technology;Ciências da Saúde;Medicina;Engenharia, Medicina;Scopus;3,7;Q1;0,876;Q2;47.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Policy%20and%20Technology&btnG=
Health Problems of Civilization;2353-6942;http://www.termedia.pl/Journal/Health_Problems_of_Civilization-99;Ciências Biológicas;Biologia Geral;Ciências Sociais, Imunologia e Microbiologia, Medicina;Scopus;0,2;Q4;0,142;Q4;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Problems%20of%20Civilization&btnG=
Health Professions Education;2452-3011;https://www.journals.elsevier.com/health-professions-education;Ciências da Saúde;Medicina;Ciências Sociais, Enfermagem, Medicina;Scopus;-;-;0,212;Q3;28.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Professions%20Education&btnG=
Health Promotion International;0957-4824;https://academic.oup.com/heapro;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;2,4;Q2;0,945;Q1;110.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Promotion%20International&btnG=
Health Promotion Journal of Australia;1036-1073;https://onlinelibrary.wiley.com/journal/22011617;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;1,5;Q3;0,741;Q1;46.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Promotion%20Journal%20of%20Australia&btnG=
Health Promotion Perspectives;2228-6497;https://hpp.tbzmed.ac.ir/;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;-;-;1,033;Q1;32.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Promotion%20Perspectives&btnG=
Health Promotion Practice;1552-6372;http://www.sagepub.com/journals/Journal201271/title;Ciências da Saúde;Medicina;Enfermagem, Medicina;Scopus;1,2;Q4;0,703;Q1;68.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Promotion%20Practice&btnG=
Health Promotion and Chronic Disease Prevention in Canada : Research, Policy and Practice;2368-738X;https://www.canada.ca/en/public-health/services/reports-publications/health-promotion-chronic-disease-prevention-canada-research-policy-practice.html;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;1,204;Q1;41.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Promotion%20and%20Chronic%20Disease%20Prevention%20in%20Canada%20%3A%20Research%2C%20Policy%20and%20Practice&btnG=
Health Psychology;1930-7810;http://www.apa.org/pubs/journals/hea/;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;3,2;Q1;1,177;Q1;201.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Psychology&btnG=
Health Psychology Open;2055-1029;https://us.sagepub.com/en-us/nam/journal/health-psychology-open;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;-;-;0,503;Q2;37.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Psychology%20Open&btnG=
Health Psychology Report;2353-5571;https://www.termedia.pl/Journal/Health_Psychology_Report-74/Info;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;1,2;Q4;0,467;Q3;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Psychology%20Report&btnG=
Health Psychology Review;1743-7202;https://www.tandfonline.com/toc/rhpr20/current;Ciências da Saúde;Medicina;Medicina, Psicologia;Scopus;9,7;Q1;3,664;Q1;88.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Psychology%20Review&btnG=
Health Psychology and Behavioral Medicine;2164-2850;https://www.tandfonline.com/toc/rhpb20/current;Ciências Humanas;Psicologia;Ciências Sociais, Neurociência, Psicologia;Scopus;-;-;0,804;Q1;27.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Psychology%20and%20Behavioral%20Medicine&btnG=
Health Reports;1209-1367;http://www.statcan.ca/cgi-bin/downpub/listpub.cgi?catno=82-003-XIE;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;3,3;Q1;1,105;Q1;76.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Reports&btnG=
Health Research Policy and Systems;1478-4505;https://health-policy-systems.biomedcentral.com/;Ciências da Saúde;Medicina;Medicina;Scopus;3,2;Q1;1,315;Q1;82.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Research%20Policy%20and%20Systems&btnG=
Health Research in Africa;3006-4090;;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;-;-;0,117;Q4;2.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Research%20in%20Africa&btnG=
Health Risk Analysis;2308-1163;http://journal.fcrisk.ru/eng/;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,22;Q4;13.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Risk%20Analysis&btnG=
Health SA Gesondheid;1025-9848;https://hsag.co.za/index.php/hsag;Ciências da Saúde;Medicina;Medicina;Scopus;1,2;Q4;0,464;Q3;25.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20SA%20Gesondheid&btnG=
Health Science Reports;2398-8835;https://onlinelibrary.wiley.com/journal/23988835;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,677;Q2;32.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Science%20Reports&btnG=
Health Sciences Investigations Journal;2720-7609;;Outras / Não Classificado;Geral / Multidisciplinar;Profissões da Saúde;Scopus;-;-;0,182;Q3;5.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Sciences%20Investigations%20Journal&btnG=
Health Sciences Review;2772-6320;https://www.journals.elsevier.com/health-sciences-review;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,601;Q2;10.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Sciences%20Review&btnG=
Health Security;2326-5108;http://online.liebertpub.com/loi/HS;Ciências da Saúde;Medicina;Ciência Ambiental, Ciências Sociais, Medicina;Scopus;1,6;Q3;0,42;Q2;53.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Security&btnG=
Health Services Insights;1178-6329;https://journals.sagepub.com/home/his;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,729;Q2;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Services%20Insights&btnG=
Health Services Management Research;1758-1044;http://hsm.sagepub.com/;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,553;Q2;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Services%20Management%20Research&btnG=
Health Services Research;1475-6773;https://onlinelibrary.wiley.com/journal/14756773;Ciências da Saúde;Medicina;Medicina;Scopus;3,2;Q1;1,757;Q1;154.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Services%20Research&btnG=
Health Services Research and Managerial Epidemiology;2333-3928;https://us.sagepub.com/en-us/nam/journal/health-services-research-and-managerial-epidemiology;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;0,64;Q2;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Services%20Research%20and%20Managerial%20Epidemiology&btnG=
Health Services and Outcomes Research Methodology;1387-3741;https://link.springer.com/journal/10742;Ciências da Saúde;Medicina;Medicina;Scopus;1,6;Q3;0,472;Q3;38.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Services%20and%20Outcomes%20Research%20Methodology&btnG=
Health Sociology Review;1446-1242;https://www.tandfonline.com/toc/rhsr20/current;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais;Scopus;3,1;Q1;0,808;Q1;43.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Sociology%20Review&btnG=
Health Systems;2047-6973;https://www.tandfonline.com/toc/thss20/current;Ciências da Saúde;Medicina;Ciência da Computação, Ciências da Decisão, Medicina, Profissões da Saúde;Scopus;1,2;Q4;0,445;Q2;24.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Systems&btnG=
Health Systems and Reform;2328-8604;https://www.tandfonline.com/KHSR;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;1,9;Q3;0,862;Q2;36.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Systems%20and%20Reform&btnG=
Health Technology Assessment;2046-4924;https://www.journalslibrary.nihr.ac.uk/hta/;Ciências da Saúde;Medicina;Medicina;Scopus;4;Q1;1,021;Q1;149.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Technology%20Assessment&btnG=
Health Technology Assessment in Action;2645-3835;https://htainaction.tums.ac.ir/;Ciências da Saúde;Medicina;Medicina, Profissões da Saúde;Scopus;-;-;0,139;Q4;4.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20Technology%20Assessment%20in%20Action&btnG=
Health and Addictions / Salud y Drogas;1578-5319;;Ciências da Saúde;Medicina;Ciências Sociais, Medicina, Psicologia;Scopus;-;-;0,191;Q4;17.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20and%20Addictions%20/%20Salud%20y%20Drogas&btnG=
Health and Human Rights;1079-0969;http://www.hhrjournal.org/;Outras / Não Classificado;Geral / Multidisciplinar;Ciências Sociais;Scopus;-;-;0,499;Q2;49.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20and%20Human%20Rights&btnG=
Health and Justice;2194-7899;https://healthandjusticejournal.biomedcentral.com/;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;-;-;0,828;Q1;29.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20and%20Justice&btnG=
Health and Place;1873-2054;https://www.journals.elsevier.com/health-and-place;Ciências da Saúde;Medicina;Ciências Sociais, Medicina;Scopus;4,1;Q1;1,328;Q1;153.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20and%20Place&btnG=
Health and Quality of Life Outcomes;1477-7525;https://link.springer.com/journal/12955;Ciências da Saúde;Medicina;Medicina;Scopus;-;-;1,111;Q1;152.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20and%20Quality%20of%20Life%20Outcomes&btnG=
Health and Social Care Chaplaincy;2051-5553;https://www.equinoxpub.com/journals/index.php/HSCC;Ciências Humanas;Psicologia;Artes e Humanidades, Ciências Sociais, Psicologia;Scopus;-;-;0,47;Q1;12.0;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=Health%20and%20Social%20Care%20Chaplaincy&btnG=
