Título da Revista;ISSN;Homepage;Aims and Scope;Aims and Scope (translate);Grande Area;Area do Conhecimento;Subárea do Conhecimento;Indexador;JIF;Quartil JCR;SJR;SJR Best Quartile;H index;Índice h5
BRITISH JOURNAL OF PHARMACOLOGY;0007-1188;https://bpspubs.onlinelibrary.wiley.com/journal/14765381;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BRITISH%20JOURNAL%20OF%20PHARMACOLOGY&btnG=
BULLETIN DES SCIENCES MATHEMATIQUES;0007-4497;https://www.journals.elsevier.com/bulletin-des-sciences-mathematiques;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BULLETIN%20DES%20SCIENCES%20MATHEMATIQUES&btnG=
BUNSEKI KAGAKU;0525-1931;;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia, Genética e Hereditariedade;Web of Science;3,1;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=BUNSEKI%20KAGAKU&btnG=
CANADIAN GEOTECHNICAL JOURNAL;0008-3674;http://pubs.nrc-cnrc.gc.ca/rp-ps/journalDetail.jsp?jcode=cgj&lang=eng;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;9,6;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANADIAN%20GEOTECHNICAL%20JOURNAL&btnG=
CANADIAN JOURNAL OF CHEMISTRY;0008-4042;http://pubs.nrc-cnrc.gc.ca/cgi-bin/rp/rp2_desc_e?cjc;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Aplicada, Ciência e Tecnologia de Alimentos, Química;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANADIAN%20JOURNAL%20OF%20CHEMISTRY&btnG=
CANADIAN JOURNAL OF CIVIL ENGINEERING;0315-1468;http://nrcresearchpress.com/rp-ps/journalDetail.jsp?jcode=cjce&lang=eng;;;Ciências Agrárias;Agronomia;Agronomia;Web of Science;2,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANADIAN%20JOURNAL%20OF%20CIVIL%20ENGINEERING&btnG=
CANADIAN JOURNAL OF COMMUNICATION;0705-3657;http://www.cjc-online.ca/index.php/journal;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar, Agronomia;Web of Science;1,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CANADIAN%20JOURNAL%20OF%20COMMUNICATION&btnG=
CHEMICAL BIOLOGY & DRUG DESIGN;1747-0277;https://onlinelibrary.wiley.com/journal/17470285;;;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;Silvicultura;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHEMICAL%20BIOLOGY%20%26%20DRUG%20DESIGN&btnG=
CHEMIE IN UNSERER ZEIT;0009-2851;https://onlinelibrary.wiley.com/journal/15213781;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHEMIE%20IN%20UNSERER%20ZEIT&btnG=
CHEMIE INGENIEUR TECHNIK;0009-286X;https://onlinelibrary.wiley.com/journal/15222640;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHEMIE%20INGENIEUR%20TECHNIK&btnG=
CHEMISTRY FOR SUSTAINABLE DEVELOPMENT;0869-8538;http://www-psb.ad-sbras.nsc.ru/English/CSDE.HTM;;;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;Pesca;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHEMISTRY%20FOR%20SUSTAINABLE%20DEVELOPMENT&btnG=
CHEMSUSCHEM;1864-5631;https://onlinelibrary.wiley.com/journal/1864564X;;;Ciências Agrárias;Agronomia;Engenharia Agrícola, Agronomia;Web of Science;6,2;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHEMSUSCHEM&btnG=
CHILDREN & SOCIETY;1099-0860;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1099-0860;;;Ciências Agrárias;Agronomia;Agricultura, Aplicações Interdisciplinares, Multidisciplinar, Ciência da Computação;Web of Science;7,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHILDREN%20%26%20SOCIETY&btnG=
CHINESE MEDICAL JOURNAL PULMONARY AND CRITICAL CARE MEDICINE;2097-1982;;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;3,4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHINESE%20MEDICAL%20JOURNAL%20PULMONARY%20AND%20CRITICAL%20CARE%20MEDICINE&btnG=
CHINESE PHYSICS B;1674-1056;http://iopscience.iop.org/cpb;;;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;Silvicultura;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHINESE%20PHYSICS%20B&btnG=
CHRONOBIOLOGY INTERNATIONAL;0742-0528;http://informahealthcare.com/journal/cbi;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar, Ciência e Tecnologia Verde e Sustentável;Web of Science;2,9;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHRONOBIOLOGY%20INTERNATIONAL&btnG=
CHUNG WAI LITERARY QUARTERLY;0303-0849;;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CHUNG%20WAI%20LITERARY%20QUARTERLY&btnG=
CLIMATE AND DEVELOPMENT;1756-5529;https://www.tandfonline.com/toc/tcld20/current;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;3,6;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CLIMATE%20AND%20DEVELOPMENT&btnG=
COLLEGE LITERATURE;0093-3139;http://muse.jhu.edu/journals/college_literature;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar, Ciência e Tecnologia de Alimentos;Web of Science;1,4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COLLEGE%20LITERATURE&btnG=
COMMUNICATIONS FACULTY OF SCIENCES UNIVERSITY OF ANKARA-SERIES A1 MATHEMATICS AND STATISTICS;1303-5991;http://communications.science.ankara.edu.tr/index.php?series=A;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMMUNICATIONS%20FACULTY%20OF%20SCIENCES%20UNIVERSITY%20OF%20ANKARA-SERIES%20A1%20MATHEMATICS%20AND%20STATISTICS&btnG=
COMPARATIVE EDUCATION;0305-0068;https://www.tandfonline.com/toc/cced20/current;;;Ciências Agrárias;Agronomia;Agricultura Aplicada, Ciência e Tecnologia de Alimentos Multidisciplinar, Química;Web of Science;6,2;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPARATIVE%20EDUCATION&btnG=
COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES;0147-9571;https://www.journals.elsevier.com/comparative-immunology-microbiology-and-infectious-diseases;;;Ciências Agrárias;Engenharia Agrícola;Engenharia Agrícola;Web of Science;2,5;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPARATIVE%20IMMUNOLOGY%20MICROBIOLOGY%20AND%20INFECTIOUS%20DISEASES&btnG=
COMPARATIVE LEGAL HISTORY;2049-677X;https://www.tandfonline.com/toc/rclh20/current;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar, Meteorologia e Ciências Atmosféricas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPARATIVE%20LEGAL%20HISTORY&btnG=
COMPARATIVE LITERATURE;0010-4124;http://www.uoregon.edu/~clj;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;2,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPARATIVE%20LITERATURE&btnG=
COMPARATIVE LITERATURE STUDIES;0010-4132;http://www.cl-studies.psu.edu/index.shtml/;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;1,3;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPARATIVE%20LITERATURE%20STUDIES&btnG=
COMPARATIVE PARASITOLOGY;1525-2647;http://www.gettysburg.edu/%7Eshendrix/helmsoc.html;;;Ciências Agrárias;Agronomia;Agronomia;Web of Science;2,8;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPARATIVE%20PARASITOLOGY&btnG=
COMPOSITE INTERFACES;0927-6440;https://www.tandfonline.com/toc/tcoi20/current;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia, Ciências Veterinárias;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPOSITE%20INTERFACES&btnG=
COMPOSITES COMMUNICATIONS;2452-2139;https://www.journals.elsevier.com/composites-communications;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Analítica, Ciência e Tecnologia de Alimentos, Química;Web of Science;1,7;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPOSITES%20COMMUNICATIONS&btnG=
COMPOSITES RESEARCH;2288-2103;http://www.compositesres.org;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;1,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPOSITES%20RESEARCH&btnG=
COMPUTATIONAL CONDENSED MATTER;2352-2143;https://www.journals.elsevier.com/computational-condensed-matter;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;1,3;Q4;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COMPUTATIONAL%20CONDENSED%20MATTER&btnG=
CORROSION SCIENCE;0010-938X;https://www.journals.elsevier.com/corrosion-science;;;Ciências Agrárias;Agronomia;Agronomia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CORROSION%20SCIENCE&btnG=
COSTUME-THE JOURNAL OF THE COSTUME SOCIETY;0590-8876;https://www.euppublishing.com/loi/cost;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia, Ciência e Tecnologia de Alimentos;Web of Science;4,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=COSTUME-THE%20JOURNAL%20OF%20THE%20COSTUME%20SOCIETY&btnG=
CRITIQUE;0011-1600;http://www.cairn.info/revue-critique.htm;"Critique was founded in May 1973 following its first conference in London, at which some 500 people attended. In the initial editorial it declared that its aim was to analyse Stalinism based on the empirical reality, while rejecting an empiricist approach. It sought to discover the laws of motion applying to Stalinism. It rejected the imposition of schema on the analysis, usual both on the left and right. In the second issue the editorial made clear ""that we will follow the logic of our enterprise and publish articles on wider aspects of socialist theory, such as problems of the transitional period, the socialist mode of production etc."" Debates on the decline of capitalism and the importance of Stalinism for capitalism led to contemporary discussions showing the greater instability of ca";"Critique was founded in May 1973 following its first conference in London, at which some 500 people attended. In the initial editorial it declared that its aim was to analyse Stalinism based on the empirical reality, while rejecting an empiricist approach. It sought to discover the laws of motion applying to Stalinism. It rejected the imposition of schema on the analysis, usual both on the left and right. In the second issue the editorial made clear ""that we will follow the logic of our enterprise and publish articles on wider aspects of socialist theory, such as problems of the transitional period, the socialist mode of production etc."" Debates on the decline of capitalism and the importance of Stalinism for capitalism led to contemporary discussions showing the greater instability of ca";Ciências Agrárias;Ciência e Tecnologia de Alimentos;Aplicada, Ciência e Tecnologia de Alimentos, Química;Web of Science;2,1;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CRITIQUE&btnG=
CUADERNOS DE DESARROLLO RURAL;0122-1450;;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Aplicada, Ciência e Tecnologia de Alimentos, Química;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CUADERNOS%20DE%20DESARROLLO%20RURAL&btnG=
CUADERNOS DE PREHISTORIA Y ARQUEOLOGIA-UNIVERSIDAD AUTONOMA DE MADRID;0211-1608;https://revistas.uam.es/cupauam/index;;;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;Silvicultura;Web of Science;1,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CUADERNOS%20DE%20PREHISTORIA%20Y%20ARQUEOLOGIA-UNIVERSIDAD%20AUTONOMA%20DE%20MADRID&btnG=
CUADERNOS DEL CLAEH-CENTRO LATINOAMERICANO DE ECONOMIA HUMANA;0797-6062;http://200.40.169.106/ojs/ojs2441/index.php/cclaeh/issue/view/5;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos, Nutrição e Dietética;Web of Science;4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CUADERNOS%20DEL%20CLAEH-CENTRO%20LATINOAMERICANO%20DE%20ECONOMIA%20HUMANA&btnG=
CURRENT OPINION IN CHEMICAL BIOLOGY;1367-5931;https://www.journals.elsevier.com/current-opinion-in-chemical-biology;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Entomologia, Ciência e Tecnologia de Alimentos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CURRENT%20OPINION%20IN%20CHEMICAL%20BIOLOGY&btnG=
CURRENT OPINION IN ELECTROCHEMISTRY;2451-9103;http://www.sciencedirect.com/science/journal/03064565;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;4,4;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=CURRENT%20OPINION%20IN%20ELECTROCHEMISTRY&btnG=
DIGITAL SCHOLARSHIP IN THE HUMANITIES;2055-7671;http://dsh.oxfordjournals.org;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar, Ciências Vegetais, Ciências Vegetais;Web of Science;2,2;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DIGITAL%20SCHOLARSHIP%20IN%20THE%20HUMANITIES&btnG=
DIPLOMACY & STATECRAFT;0959-2296;https://www.tandfonline.com/toc/fdps20/current;;;Ciências Agrárias;Agronomia;Agronomia, Ciências Vegetais;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DIPLOMACY%20%26%20STATECRAFT&btnG=
DIX-NEUF;1478-7318;https://www.tandfonline.com/toc/ydix20/current;;;Ciências Agrárias;Agronomia;Agronomia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DIX-NEUF&btnG=
DNA AND CELL BIOLOGY;1044-5498;http://www.liebertpub.com/DNA;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;1,6;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DNA%20AND%20CELL%20BIOLOGY&btnG=
DRYING TECHNOLOGY;0737-3937;https://www.tandfonline.com/toc/ldrt20/current;;;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;Silvicultura;Web of Science;1,8;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DRYING%20TECHNOLOGY&btnG=
DYNAMIS;0211-9536;http://www.revistadynamis.es/en/;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos, Nutrição e Dietética, Psiquiatria, Psicologia;Web of Science;4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=DYNAMIS&btnG=
EARLY EDUCATION AND DEVELOPMENT;1040-9289;https://www.tandfonline.com/toc/heed20/current;;;Ciências Agrárias;Agronomia;Agronomia, Horticultura;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EARLY%20EDUCATION%20AND%20DEVELOPMENT&btnG=
EARLY POPULAR VISUAL CULTURE;1746-0654;https://www.tandfonline.com/toc/repv20/current;;;Ciências Agrárias;Engenharia Agrícola;Engenharia Agrícola;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EARLY%20POPULAR%20VISUAL%20CULTURE&btnG=
EASTERN EUROPEAN COUNTRYSIDE;1232-8855;http://www.eec.umk.pl;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EASTERN%20EUROPEAN%20COUNTRYSIDE&btnG=
ECOLOGY;0012-9658;https://esajournals.onlinelibrary.wiley.com/journal/19399170;;;Ciências Agrárias;Agronomia;Agricultura Aplicada, Ciência e Tecnologia de Alimentos Multidisciplinar, Química;Web of Science;3,5;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ECOLOGY&btnG=
ECONOMIC GEOGRAPHY;0013-0095;https://www.tandfonline.com/toc/recg20/current;;;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;Silvicultura;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ECONOMIC%20GEOGRAPHY&btnG=
EGYPTIAN JOURNAL OF VETERINARY SCIENCE;1110-0222;;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EGYPTIAN%20JOURNAL%20OF%20VETERINARY%20SCIENCE&btnG=
EIGHTEENTH-CENTURY STUDIES;0013-2586;http://www.press.jhu.edu/journals/eighteenth-century_studies/;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EIGHTEENTH-CENTURY%20STUDIES&btnG=
ELECTRONIC JOURNAL OF INFORMATION SYSTEMS IN DEVELOPING COUNTRIES;1681-4835;https://onlinelibrary.wiley.com/journal/16814835;;;Ciências Agrárias;Agronomia;Agricultura, Laticínios e Zootecnia;Web of Science;1,9;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ELECTRONIC%20JOURNAL%20OF%20INFORMATION%20SYSTEMS%20IN%20DEVELOPING%20COUNTRIES&btnG=
ENDOCRINE JOURNAL;0918-8959;http://square.umin.ac.jp/endocrine/english/EJ-top.html;;;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;Pesca;Web of Science;1,7;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENDOCRINE%20JOURNAL&btnG=
ENGINEERING MANAGEMENT JOURNAL;1042-9247;https://www.tandfonline.com/toc/uemj20/current;;;Ciências Agrárias;Agronomia;Agronomia, Ciências Vegetais, Meteorologia e Ciências Atmosféricas;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20MANAGEMENT%20JOURNAL&btnG=
ENGINEERING STRUCTURE AND CIVIL ENGINEERING;3091-5031;;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;6,1;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ENGINEERING%20STRUCTURE%20AND%20CIVIL%20ENGINEERING&btnG=
EPL;0295-5075;http://iopscience.iop.org/0295-5075;;;Ciências Agrárias;Agronomia;Agronomia, Ciências Vegetais, Genética e Hereditariedade, Horticultura;Web of Science;3;Q1;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EPL&btnG=
ETUDES CLASSIQUES;0014-200X;http://perso.fundp.ac.be/~philo-ec/index.php;;;Ciências Agrárias;Ciência e Tecnologia de Alimentos;Ciência e Tecnologia de Alimentos;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=ETUDES%20CLASSIQUES&btnG=
EUROPEAN JOURNAL OF HUMAN GENETICS;1018-4813;http://www.nature.com/ejhg/;;;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;Silvicultura;Web of Science;1,7;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EUROPEAN%20JOURNAL%20OF%20HUMAN%20GENETICS&btnG=
EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS;0959-6801;http://www.sagepub.com/journals/Journal200877/title;;;Ciências Agrárias;Agronomia;Economia e Política Agrícola, Agricultura, Multidisciplinar;Web of Science;1,4;Q2;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EUROPEAN%20JOURNAL%20OF%20INDUSTRIAL%20RELATIONS&btnG=
EUROPEAN JOURNAL OF INTERNATIONAL RELATIONS;1354-0661;http://www.sagepub.com/journals/Journal200942/title;;;Ciências Agrárias;Agronomia;Agronomia, Horticultura;Web of Science;1,5;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EUROPEAN%20JOURNAL%20OF%20INTERNATIONAL%20RELATIONS&btnG=
EUROPEAN JOURNAL OF MECHANICS B-FLUIDS;0997-7546;https://www.journals.elsevier.com/european-journal-of-mechanics-b-fluids;;;Ciências Agrárias;Agronomia;Agricultura, Multidisciplinar;Web of Science;-;-;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EUROPEAN%20JOURNAL%20OF%20MECHANICS%20B-FLUIDS&btnG=
EUROPEAN JOURNAL OF ONCOLOGY NURSING;1462-3889;https://www.journals.elsevier.com/european-journal-of-oncology-nursing;;;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;Pesca;Web of Science;1,4;Q3;-;-;-;https://scholar.google.com/citations?hl=pt-BR&view_op=search_venues&vq=EUROPEAN%20JOURNAL%20OF%20ONCOLOGY%20NURSING&btnG=
